ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code,Region,Order_Hour
0xadd6,CHENRES01DEL01,34.0,4.9,13.005801,80.250744,13.115801,80.360744,23-03-2022,21:50,22:05,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,CHE,South India,21
0x7c60,BANGRES010DEL01,38.0,4.1,12.933298,77.614293,12.943298,77.624293,05-03-2022,11:50,11:55,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,BAN,South India,11
0x7b03,BANGRES07DEL01,20.0,4.5,12.978453,77.643685,13.048453,77.713685,02-03-2022,20:25,20:35,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,BAN,South India,20
0x4314,CHENRES05DEL02,25.0,4.9,13.058616,80.264151,13.138616,80.344151,02-03-2022,21:45,21:50,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,CHE,South India,21
0x7031,COIMBRES14DEL01,38.0,4.9,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30,13:40,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,COI,South India,13
0x77b5,HYDRES010DEL02,28.0,4.8,17.428294,78.404423,17.448294,78.424423,01-03-2022,08:25,08:40,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,HYD,South India,8
0x75dc,MYSRES16DEL02,39.0,4.0,12.316967,76.603067,12.446967,76.733067,18-03-2022,17:45,17:55,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,MYS,South India,17
0xbe78,BANGRES15DEL02,29.0,4.5,12.975377,77.696664,13.055377,77.776664,31-03-2022,22:25,22:40,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,BAN,South India,22
0x35a2,CHENRES15DEL02,39.0,4.6,13.026286,80.275235,13.046286,80.295235,30-03-2022,11:30,11:40,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,CHE,South India,11
0x416f,MYSRES05DEL02,25.0,4.9,12.323978,76.627961,12.453978,76.757961,06-03-2022,21:45,21:50,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,MYS,South India,21
0xa4f5,COIMBRES03DEL03,34.0,5.0,11.025083,77.015393,11.055083,77.045393,05-03-2022,17:25,17:30,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,COI,South India,17
0xa4eb,BANGRES01DEL02,22.0,4.8,12.933284,77.615428,12.953284,77.635428,26-03-2022,09:40,09:45,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,BAN,South India,9
0x4f73,COIMBRES20DEL03,32.0,5.0,10.994136,76.963303,11.024136,76.993303,01-03-2022,18:25,18:40,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,COI,South India,18
0xadae,HYDRES16DEL01,27.0,4.6,17.440827,78.393391,17.510827,78.463391,16-03-2022,17:55,0.75,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,HYD,South India,17
0x247c,MYSRES09DEL02,39.0,4.8,12.323194,76.630583,12.343194,76.650583,13-03-2022,11:20,11:25,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,MYS,South India,11
0x1b40,MYSRES02DEL03,34.0,4.2,12.304569,76.643622,12.364569,76.703622,13-03-2022,23:10,23:15,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,MYS,South India,23
0xb4fb,MYSRES03DEL01,22.0,4.7,12.299524,76.64262,12.369524,76.71262,29-03-2022,17:15,17:30,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,MYS,South India,17
0x5b70,BANGRES04DEL02,24.0,4.6,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30,18:40,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,BAN,South India,18
0x26d4,HYDRES05DEL03,32.0,4.9,17.433809,78.386744,17.523809,78.476744,18-03-2022,23:55,24:10:00,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,HYD,South India,23
0xb20f,HYDRES010DEL02,28.0,4.6,17.428294,78.404423,17.558294,78.534423,31-03-2022,19:45,19:50,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,HYD,South India,19
0x2675,CHENRES19DEL01,39.0,4.4,12.986047,80.218114,13.096047,80.328114,02-04-2022,19:45,0.833333333,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,CHE,South India,19
0x5efd,MYSRES08DEL01,22.0,4.9,12.297954,76.665169,12.307954,76.675169,24-03-2022,08:25,08:30,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,MYS,South India,8
0x8d83,HYDRES19DEL03,20.0,4.7,17.458998,78.500366,17.518998,78.560366,15-03-2022,17:15,17:20,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,HYD,South India,17
0x5a2d,CHENRES09DEL01,38.0,4.8,13.044694,80.26147,13.084694,80.30147,13-03-2022,12:35,12:40,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,CHE,South India,12
0x5a07,MYSRES02DEL02,34.0,4.7,12.304569,76.643622,12.354569,76.693622,11-03-2022,19:50,20:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,MYS,South India,19
0x8094,BANGRES13DEL02,31.0,4.0,12.935662,77.61413,13.015662,77.69413,12-03-2022,23:45,23:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,BAN,South India,23
0xa176,HYDRES18DEL02,32.0,5.0,17.450851,78.379347,17.500851,78.429347,09-03-2022,21:55,22:10,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,HYD,South India,21
0x7df5,BANGRES16DEL03,37.0,4.1,13.029198,77.570997,13.059198,77.600997,15-03-2022,17:45,0.75,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,BAN,South India,17
0xaab4,CHENRES15DEL01,32.0,4.9,13.026286,80.275235,13.136286,80.385235,27-03-2022,23:15,23:25,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,CHE,South India,23
0x1875,COIMBRES19DEL01,29.0,4.9,11.022298,76.998349,11.132298,77.108349,20-03-2022,19:35,19:45,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,COI,South India,19
0x2af5,COIMBRES09DEL03,38.0,4.8,11.008638,76.984311,11.068638,77.044311,28-03-2022,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,COI,South India,21
0xa56e,BANGRES20DEL03,31.0,4.9,12.972161,77.596014,13.002161,77.626014,03-04-2022,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,BAN,South India,20
0xaa3f,CHENRES16DEL03,30.0,4.3,13.049645,80.242268,13.139645,80.332268,06-03-2022,18:35,18:40,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,CHE,South India,18
0x996b,HYDRES11DEL03,33.0,4.8,17.430448,78.418213,17.520448,78.508213,10-03-2022,23:15,23:30,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,HYD,South India,23
0x6de1,BANGRES04DEL03,36.0,4.2,12.98041,77.640489,13.01041,77.670489,01-04-2022,18:30,18:35,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,BAN,South India,18
0x5a7a,CHENRES17DEL01,32.0,5.0,13.045479,80.23311,13.155479,80.34311,04-03-2022,19:20,19:35,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,CHE,South India,19
