ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code,Region,Order_Hour
0x9692,JAPRES17DEL02,39.0,4.9,26.892312,75.806896,26.972313,75.886896,14-03-2022,21:15,21:25,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,JAP,North India,21
0x7cb8,INDORES15DEL02,26.0,4.7,22.760072,75.892574,22.780072,75.912574,05-03-2022,08:20,08:25,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,IND,North India,8
0x23b8,RANCHIRES14DEL02,34.0,4.5,0.0,0.0,0.08,0.08,06-04-2022,19:35,19:40,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,44,RAN,North India,19
0xb041,RANCHIRES01DEL03,38.0,4.7,23.416792,85.316842,23.506792,85.406842,14-03-2022,18:30,18:40,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24,RAN,North India,18
0xa085,INDORES04DEL02,30.0,4.6,22.753659,75.903365,22.773659,75.923365,28-03-2022,11:50,12:05,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,30,IND,North India,11
0x3d21,RANCHIRES16DEL01,35.0,3.6,23.371292,85.327872,23.441292,85.397872,04-04-2022,22:20,22:35,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,34,RAN,North India,22
0xd152,BHPRES15DEL03,38.0,4.8,23.234249,77.434007,23.294249,77.494007,11-02-2022,1,24:10:00,Fog,Low,1,Meal,scooter,1.0,No,Urban,17,BHP,North India,1
0xca9b,ALHRES09DEL02,30.0,4.7,0.0,0.0,0.08,0.08,14-02-2022,17:25,17:35,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,24,ALH,North India,17
0x8d48,JAPRES18DEL03,36.0,4.8,26.913987,75.752891,26.943987,75.782891,13-03-2022,23:10,23:20,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20,JAP,North India,23
0x4340,RANCHIRES20DEL02,21.0,5.0,23.39925,85.390464,23.47925,85.470464,12-03-2022,22:35,22:40,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,RAN,North India,22
0x1a31,JAPRES06DEL01,28.0,4.5,26.911927,75.797282,26.981927,75.867282,31-03-2022,18:50,18:55,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16,JAP,North India,18
0xad08,INDORES010DEL03,31.0,4.7,22.75004,75.902847,22.78004,75.932847,05-04-2022,19:50,20:05,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,IND,North India,19
0xd4df,KOLRES20DEL02,20.0,4.7,22.514119,88.362504,22.594119,88.442504,18-02-2022,22:30,22:45,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,KOL,North India,22
0xd398,DEHRES08DEL01,22.0,4.6,30.359722,78.067079,30.469722,78.177079,12-02-2022,21:30,21:45,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,15,DEH,North India,21
0xa22e,INDORES20DEL02,22.0,5.0,22.732225,75.874765,22.782225,75.924765,09-03-2022,20:35,20:40,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,11,IND,North India,20
0x4062,JAPRES17DEL03,26.0,4.8,26.892312,75.806896,26.922313,75.836896,01-03-2022,18:35,18:45,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,JAP,North India,18
0x4b99,RANCHIRES07DEL02,35.0,4.4,23.359407,85.325055,23.409407,85.375055,26-03-2022,18:30,18:35,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,RAN,North India,18
0x41ee,JAPRES06DEL02,25.0,4.9,26.911927,75.797282,27.041927,75.927282,06-04-2022,17:45,17:55,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,27,JAP,North India,17
0xd14c,KOLRES03DEL03,33.0,4.8,22.526461,88.364453,22.586461,88.424453,17-02-2022,22:20,22:30,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,KOL,North India,22
0x9150,INDORES03DEL02,36.0,4.6,22.751857,75.866699,22.831857,75.946699,23-03-2022,21:10,21:15,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,IND,North India,21
0xd2e5,LUDHRES13DEL03,26.0,4.7,30.893234,75.82172,30.953234,75.88172,11-02-2022,23:35,23:40,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,18,LUD,North India,23
0xd7fa,AGRRES04DEL02,35.0,4.9,27.195928,77.998092,27.325928,78.128092,12-02-2022,17:30,17:40,Fog,Medium,0,Meal,motorcycle,2.0,No,Urban,36,AGR,North India,17
0x3efa,RANCHIRES05DEL01,27.0,4.5,23.355164,85.324097,23.365164,85.334097,01-04-2022,11:15,11:30,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,20,RAN,North India,11
0xd3e6,BHPRES08DEL01,27.0,4.8,23.232537,77.429845,23.242537,77.439845,15-02-2022,09:10,09:15,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,10,BHP,North India,9
0xd6de,LUDHRES08DEL03,25.0,4.6,30.899992,75.831338,30.929992,75.861338,13-02-2022,22:45,0.958333333,Stormy,Low,2,Meal,scooter,0.0,No,Urban,19,LUD,North India,22
0x9e79,JAPRES11DEL03,31.0,4.6,26.90294,75.793007,26.99294,75.883007,06-04-2022,22:20,22:30,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,JAP,North India,22
0xe08f,BHPRES05DEL01,25.0,4.8,23.214459,77.434976,23.254459,77.474976,15-02-2022,16:50,0.708333333,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,15,BHP,North India,16
0xcc88,LUDHRES20DEL03,29.0,4.8,30.885915,75.788259,30.915915,75.818259,13-02-2022,19:55,20:10,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,LUD,North India,19
0x8e20,JAPRES16DEL03,23.0,4.6,26.849596,75.800512,26.909596,75.860512,17-03-2022,21:25,21:35,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,19,JAP,North India,21
0x9acc,INDORES09DEL02,20.0,4.7,22.725835,75.887648,22.805835,75.967648,18-03-2022,22:20,22:30,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,20,IND,North India,22
0xd7aa,KNPRES11DEL02,37.0,4.9,26.474986,80.342796,26.494986,80.362796,17-02-2022,08:25,08:35,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,14,KNP,North India,8
0xc980,KOLRES17DEL03,24.0,4.7,22.569358,88.433452,22.659358,88.523452,14-02-2022,17:45,0.75,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,18,KOL,North India,17
0xcdf6,BHPRES07DEL01,34.0,3.5,0.0,0.0,0.07,0.07,14-02-2022,20:30,20:45,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,33,BHP,North India,20
0xb99b,INDORES07DEL02,30.0,4.8,22.722634,75.886959,22.742634,75.906959,01-04-2022,08:55,0.375,Windy,Low,1,Snack,scooter,,No,Urban,26,IND,North India,8
0x901,JAPRES13DEL01,30.0,4.6337736972250205,26.846156,75.8023,26.956156,75.9123,12-03-2022,17:30,17:35,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,20,JAP,North India,17
0x7ed,JAPRES18DEL01,28.0,4.8,26.913987,75.752891,26.953987,75.792891,30-03-2022,15:15,15:20,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,17,JAP,North India,15
0x9b1b,INDORES17DEL02,23.0,4.8,22.761226,75.887522,22.841226,75.967522,06-03-2022,21:40,21:45,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,19,IND,North India,21
0x7732,INDORES11DEL03,29.0,4.3,22.751234,75.88949,22.781234,75.91949,19-03-2022,21:30,21:45,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,44,IND,North India,21
0x68ac,RANCHIRES12DEL02,22.0,5.0,0.0,0.0,0.08,0.08,20-03-2022,17:55,18:05,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,RAN,North India,17
0x68ba,JAPRES09DEL03,39.0,4.8,26.911378,75.789034,26.941378,75.819034,09-03-2022,17:15,17:30,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,30,JAP,North India,17
0x7f88,INDORES11DEL01,30.0,4.1,22.751234,75.88949,22.861234,75.99949,12-03-2022,23:30,23:40,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Urban,39,IND,North India,23
0x9cc7,JAPRES12DEL01,25.0,4.9,26.902908,75.792934,27.012908,75.902934,14-03-2022,17:35,17:50,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,16,JAP,North India,17
0xce72,AGRRES09DEL02,23.0,4.8,0.0,0.0,0.02,0.02,11-02-2022,10:35,10:50,Sunny,Low,1,Snack,scooter,0.0,No,Urban,18,AGR,North India,10
0x9dc9,JAPRES03DEL01,30.0,4.8,26.913483,75.803139,27.023483,75.913139,08-03-2022,17:35,17:45,Sandstorms,Medium,1,Meal,scooter,0.0,No,Urban,22,JAP,North India,17
0xe192,AGRRES15DEL01,22.0,4.5,0.0,0.0,0.04,0.04,11-02-2022,12:35,12:40,Cloudy,High,2,Buffet,scooter,1.0,No,Urban,25,AGR,North India,12
0xbd64,INDORES010DEL01,36.0,4.8,22.75004,75.902847,22.76004,75.912847,19-03-2022,08:20,08:30,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,27,IND,North India,8
0x7b2d,INDORES06DEL02,22.0,5.0,22.728163,75.884212,22.858163,76.014212,31-03-2022,21:10,21:25,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,15,IND,North India,21
0xb47e,RANCHIRES16DEL01,32.0,4.6,23.371292,85.327872,23.441292,85.397872,20-03-2022,19:10,19:15,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,46,RAN,North India,19
0x7638,INDORES15DEL02,32.0,4.9,22.760072,75.892574,22.780072,75.912574,28-03-2022,08:25,08:40,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,29,IND,North India,8
0x4b27,JAPRES04DEL01,20.0,4.9,26.902328,75.794257,26.942328,75.834257,07-03-2022,12:10,12:25,Sandstorms,High,1,Meal,scooter,0.0,No,Urban,14,JAP,North India,12
0xc3a8,KNPRES19DEL03,25.0,4.8,26.49095,80.318656,26.55095,80.378656,13-02-2022,22:10,22:15,Fog,Low,2,Drinks,scooter,1.0,No,Urban,14,KNP,North India,22
0xcead,LUDHRES15DEL03,26.0,4.5,30.899584,75.809346,30.929584,75.839346,17-02-2022,19:50,0.833333333,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,LUD,North India,19
0x89fb,RANCHIRES11DEL03,29.0,5.0,23.359194,85.325447,23.419194,85.385447,17-03-2022,19:30,19:35,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,20,RAN,North India,19
0x580d,INDORES17DEL03,28.0,4.6,22.761226,75.887522,22.791226,75.917522,26-03-2022,20:15,20:30,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,14,IND,North India,20
0xdd5d,DEHRES02DEL01,26.0,4.7,0.0,0.0,0.04,0.04,15-02-2022,14:40,14:45,Windy,High,1,Snack,motorcycle,0.0,No,Urban,10,DEH,North India,14
0x135a,JAPRES17DEL03,29.0,4.5,26.892312,75.806896,27.032312,75.946896,29-03-2022,22:15,22:20,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,24,JAP,North India,22
0x80bc,RANCHIRES08DEL02,24.0,4.6,23.353783,85.326967,23.483783,85.456967,02-03-2022,21:25,21:30,Fog,Jam,2,Snack,scooter,1.0,No,Urban,38,RAN,North India,21
0xce05,KNPRES03DEL01,28.0,4.6,26.469003,80.316344,26.539003,80.386344,18-02-2022,23:55,1,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,24,KNP,North India,23
0x4be4,INDORES09DEL02,26.0,4.9,22.725835,75.887648,22.855835,76.017648,25-03-2022,18:10,18:25,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,IND,North India,18
0x758e,INDORES010DEL02,22.0,4.7,22.75004,75.902847,22.88004,76.032847,02-04-2022,23:15,23:25,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,28,IND,North India,23
0x6aae,JAPRES02DEL02,35.0,4.7,26.914142,75.805704,26.934142,75.825704,13-03-2022,10:45,0.458333333,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,18,JAP,North India,10
0x7be2,INDORES13DEL01,36.0,4.6,22.745049,75.892471,22.785049,75.932471,03-04-2022,15:20,15:35,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,IND,North India,15
0xcb4,INDORES02DEL01,24.0,4.7,22.651847,75.881991,22.721847,75.951991,25-03-2022,21:10,21:20,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,23,IND,North India,21
0xde75,KNPRES01DEL01,38.0,4.2,26.483672,80.320708,26.523672,80.360708,17-02-2022,15:35,15:50,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,31,KNP,North India,15
0x5376,RANCHIRES14DEL02,31.0,4.7,0.0,0.0,0.02,0.02,24-03-2022,11:10,11:25,Stormy,High,2,Drinks,scooter,1.0,No,Urban,30,RAN,North India,11
0xb672,INDORES17DEL02,27.0,4.9,22.761226,75.887522,22.891226,76.017522,31-03-2022,1,24:15:00,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,18,IND,North India,1
0x5ed1,INDORES03DEL03,24.0,4.7,22.751857,75.866699,22.811857,75.926699,13-03-2022,23:35,23:50,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,16,IND,North India,23
0xd668,ALHRES14DEL01,35.0,4.9,25.459775,81.834841,25.569775,81.944841,18-02-2022,17:55,18:10,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,42,ALH,North India,17
0xc770,LUDHRES09DEL02,24.0,4.6,30.885814,75.786976,30.905814,75.806976,11-02-2022,10:20,10:35,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,11,LUD,North India,10
0x1606,RANCHIRES05DEL01,20.0,4.3,23.355164,85.324097,23.365164,85.334097,03-03-2022,10:15,10:25,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,21,RAN,North India,10
0x4f3e,RANCHIRES08DEL01,36.0,4.9,23.353783,85.326967,23.363783,85.336967,05-03-2022,11:45,11:55,Sunny,High,1,Buffet,scooter,1.0,No,Urban,21,RAN,North India,11
0xb7d6,INDORES08DEL01,32.0,4.6,22.725748,75.898497,22.835748,76.008497,08-03-2022,18:55,19:10,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,24,IND,North India,18
0xb297,RANCHIRES06DEL03,35.0,4.7,23.357804,85.325146,23.417804,85.385146,05-03-2022,18:25,18:30,Fog,Medium,0,Snack,motorcycle,2.0,No,Urban,33,RAN,North India,18
0x225a,JAPRES20DEL01,33.0,4.7,26.956431,75.776649,27.026431,75.846649,10-03-2022,17:40,17:50,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,JAP,North India,17
0xc810,KOLRES06DEL01,31.0,4.8,22.533662,88.366217,22.603662,88.436217,18-02-2022,22:45,22:55,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,KOL,North India,22
0x23e6,JAPRES05DEL03,31.0,4.2,26.905287,75.794592,26.935287,75.824592,01-04-2022,23:50,23:55,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,JAP,North India,23
0xd352,KNPRES11DEL02,34.0,4.4,26.474986,80.342796,26.554986,80.422796,12-02-2022,23:25,23:35,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,35,KNP,North India,23
0xb235,RANCHIRES09DEL03,22.0,3.5,23.351058,85.325731,23.381058,85.355731,11-03-2022,19:20,19:30,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,41,RAN,North India,19
0x8449,RANCHIRES14DEL01,25.0,4.5,0.0,0.0,0.04,0.04,05-03-2022,16:15,16:30,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,24,RAN,North India,16
0x7b44,JAPRES19DEL02,34.0,4.6,26.913726,75.75282,26.933726,75.77282,24-03-2022,09:35,09:50,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,25,JAP,North India,9
0x51ae,JAPRES06DEL01,31.0,4.6,26.911927,75.797282,26.921927,75.807282,19-03-2022,10:25,10:30,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,19,JAP,North India,10
0x36f0,INDORES11DEL02,36.0,3.5,22.751234,75.88949,22.831234,75.96949,18-03-2022,19:45,0.833333333,Windy,Jam,1,Buffet,scooter,0.0,Yes,Urban,41,IND,North India,19
0x465b,JAPRES19DEL03,30.0,4.5,26.913726,75.75282,26.973726,75.812821,15-03-2022,18:10,18:25,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,25,JAP,North India,18
0x2c11,RANCHIRES02DEL03,21.0,4.9,0.0,0.0,0.09,0.09,27-03-2022,17:10,17:15,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,27,RAN,North India,17
0x5dc2,JAPRES09DEL02,32.0,4.7,26.911378,75.789034,26.991378,75.869034,12-03-2022,21:55,22:10,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,16,JAP,North India,21
0x4acc,RANCHIRES14DEL01,35.0,4.8,0.0,0.0,0.07,0.07,02-04-2022,23:40,23:50,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,21,RAN,North India,23
0x6736,RANCHIRES01DEL01,30.0,4.3,23.416792,85.316842,23.526792,85.426842,04-03-2022,17:30,17:45,Fog,Medium,2,Snack,scooter,1.0,No,Urban,42,RAN,North India,17
0xce77,KNPRES09DEL03,29.0,4.6,26.473698,80.352677,26.533698,80.412677,17-02-2022,21:45,21:50,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,12,KNP,North India,21
0x8812,JAPRES010DEL02,37.0,4.4,26.921411,75.793604,27.001411,75.873604,25-03-2022,18:40,18:45,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Urban,32,JAP,North India,18
0xd3e1,KNPRES08DEL01,37.0,4.7,0.0,0.0,0.04,0.04,13-02-2022,15:25,15:40,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,18,KNP,North India,15
0x7bc,RANCHIRES11DEL01,36.0,4.9,23.359194,85.325447,23.369194,85.335447,26-03-2022,11:15,11:25,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,36,RAN,North India,11
0x7647,INDORES01DEL03,33.0,3.9,22.695207,75.866059,22.785207,75.956059,31-03-2022,23:15,23:30,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,32,IND,North India,23
0x4e97,INDORES17DEL03,26.0,4.7,22.761226,75.887522,22.791226,75.917522,30-03-2022,17:30,17:40,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,21,IND,North India,17
0xc92f,BHPRES18DEL01,26.0,4.6,23.234631,77.401663,23.304631,77.471663,18-02-2022,21:55,0.916666667,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Urban,15,BHP,North India,21
0xbd26,JAPRES13DEL02,24.0,4.8,26.846156,75.8023,26.926156,75.8823,08-03-2022,20:15,20:20,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,29,JAP,North India,20
0xcf90,BHPRES08DEL02,30.0,4.3,23.232537,77.429845,23.362537,77.559845,16-02-2022,21:55,22:10,Fog,Jam,2,Meal,motorcycle,1.0,No,Urban,43,BHP,North India,21
0x284b,JAPRES04DEL01,27.0,4.7,26.902328,75.794257,27.012328,75.904257,04-03-2022,22:35,22:50,Windy,Low,1,Drinks,scooter,1.0,No,Urban,17,JAP,North India,22
0xbae1,JAPRES14DEL03,28.0,4.5,26.88842,75.800689,27.02842,75.940689,20-03-2022,21:30,21:40,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,10,JAP,North India,21
0x6eca,INDORES14DEL01,25.0,4.0,22.761593,75.886362,22.871593,75.996362,16-03-2022,21:50,21:55,Stormy,Jam,0,Snack,motorcycle,2.0,No,Urban,38,IND,North India,21
0x90e1,RANCHIRES04DEL01,32.0,4.6,23.359033,85.325347,23.399033,85.365347,05-04-2022,15:25,15:35,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,RAN,North India,15
0x9cf3,INDORES18DEL03,38.0,4.6,22.753839,75.897429,22.813838,75.957429,13-03-2022,23:20,23:30,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19,IND,North India,23
0x4fa8,RANCHIRES04DEL01,26.0,4.5,23.359033,85.325347,23.369033,85.335347,05-03-2022,08:35,08:50,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,11,RAN,North India,8
0x7c85,JAPRES11DEL03,20.0,4.6,26.90294,75.793007,26.93294,75.823007,01-04-2022,21:10,21:20,Fog,Jam,2,Buffet,motorcycle,0.0,No,Urban,21,JAP,North India,21
0xb4d6,RANCHIRES13DEL02,24.0,4.9,23.374989,85.335486,23.424989,85.385486,07-03-2022,19:10,19:15,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,RAN,North India,19
0x635f,INDORES17DEL03,38.0,4.8,22.761226,75.887522,22.791226,75.917522,24-03-2022,19:15,19:30,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,17,IND,North India,19
0xbfa6,BHPRES07DEL02,32.0,4.6337736972250205,0.0,0.0,0.05,0.05,11-02-2022,20:50,0.875,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,37,BHP,North India,20
0x734e,JAPRES13DEL03,21.0,4.5,26.846156,75.8023,26.876156,75.8323,07-03-2022,17:20,17:25,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,16,JAP,North India,17
0xe26b,DEHRES16DEL03,33.0,4.6,30.342509,78.061187,30.372509,78.091187,17-02-2022,17:20,17:25,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,15,DEH,North India,17
0x2bf9,RANCHIRES010DEL03,23.0,4.9,23.354422,85.3329,23.384422,85.3629,13-03-2022,22:30,22:40,Fog,Low,1,Buffet,scooter,1.0,No,Urban,18,RAN,North India,22
0xcd06,AGRRES18DEL02,23.0,4.5,27.161694,78.034714,27.211694,78.084714,13-02-2022,17:15,17:25,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,17,AGR,North India,17
0x1615,JAPRES12DEL03,30.0,4.6,26.902908,75.792934,26.962908,75.852934,30-03-2022,18:25,18:30,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,28,JAP,North India,18
0x482b,JAPRES06DEL01,31.0,4.5,26.911927,75.797282,26.921927,75.807282,01-04-2022,09:35,09:50,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,JAP,North India,9
0xcd8d,DEHRES05DEL03,35.0,4.3,30.346994,78.062543,30.486994,78.202543,18-02-2022,19:15,19:30,Fog,Jam,2,Meal,scooter,2.0,No,Urban,35,DEH,North India,19
0x4629,JAPRES02DEL03,28.0,4.9,26.914142,75.805704,27.054142,75.945704,20-03-2022,19:20,19:35,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,28,JAP,North India,19
0xa875,JAPRES19DEL02,38.0,4.8,26.913726,75.75282,26.993726,75.83282,02-04-2022,22:20,22:35,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,29,JAP,North India,22
0xdab4,ALHRES07DEL01,20.0,4.8,25.449659,81.839744,25.459659,81.849744,15-02-2022,10:10,10:15,Windy,Low,1,Buffet,scooter,1.0,No,Urban,12,ALH,North India,10
