ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code
0x1a70,MYSRES14DEL02,29.0,4.7,0.0,0.0,0.02,0.02,09-03-2022,10:35,10:45,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,MYS
0xa9f,BANGRES13DEL01,30.0,4.6337736972250205,12.935662,77.61413,12.975662,77.65413,11-03-2022,,15:30,,Unknown,1,Drinks,scooter,0.0,No,Metropolitian,19,BAN
0x4b7f,HYDRES13DEL03,26.0,4.7,17.431477,78.40035,17.491477,78.46035,05-03-2022,23:50,24:05:00,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,HYD
0xb962,CHENRES11DEL03,35.0,4.1,13.064181,80.236442,13.154181,80.326442,12-03-2022,20:25,20:40,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,37,CHE
0x633c,BANGRES010DEL03,39.0,4.6,12.933298,77.614293,13.023298,77.704293,29-03-2022,20:50,0.875,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44,BAN
0x903a,BANGRES11DEL01,27.0,4.7,12.934365,77.616155,13.044365,77.726155,10-03-2022,0.875,21:15,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,BAN
0x1fb7,CHENRES02DEL01,25.0,4.4,13.086438,80.220672,13.196438,80.330672,27-03-2022,18:15,18:20,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,39,CHE
0x56ad,HYDRES04DEL03,24.0,4.6,17.411028,78.329645,17.471028,78.389645,09-03-2022,20:45,20:55,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13,HYD
0x1d60,BANGRES12DEL01,24.0,5.0,12.939496,77.625999,12.949496,77.635999,01-03-2022,10:50,10:55,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,BAN
0x95fb,HYDRES05DEL01,25.0,4.2,17.433809,78.386744,17.543809,78.496744,23-03-2022,21:25,21:40,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,HYD
0x97e3,MYSRES16DEL02,29.0,5.0,12.316967,76.603067,12.366967,76.653067,01-04-2022,22:20,22:25,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,MYS
0x4161,COIMBRES19DEL02,33.0,4.7,11.022298,76.998349,11.072298,77.048349,11-03-2022,23:25,23:30,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,COI
0x1236,MYSRES07DEL01,36.0,4.4,12.325461,76.632278,12.365461,76.672278,13-03-2022,12:40,12:55,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,39,MYS
0x22ad,BANGRES03DEL03,27.0,4.6,12.979166,77.640709,13.069166,77.730709,04-03-2022,21:25,21:40,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,BAN
0x6781,MYSRES12DEL02,21.0,4.3,12.284747,76.625861,12.414747,76.755861,23-03-2022,20:10,20:20,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,MYS
0x1aea,COIMBRES12DEL02,32.0,4.2,11.000762,76.981876,11.130762,77.111876,08-03-2022,20:35,20:45,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,COI
0x628c,BANGRES15DEL02,31.0,4.8,12.975377,77.696664,13.025377,77.746664,01-03-2022,22:15,22:25,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,24,BAN
0x99e7,COIMBRES17DEL01,37.0,4.8,11.026117,76.944652,11.066117,76.984652,17-03-2022,14:55,15:05,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,18,COI
0x39ef,CHENRES11DEL01,32.0,4.9,13.064181,80.236442,13.104181,80.276442,17-03-2022,16:50,0.708333333,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,CHE
0xbd03,COIMBRES12DEL02,23.0,4.9,11.000762,76.981876,11.130762,77.111876,18-03-2022,1,24:15:00,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,18,COI
0xa480,BANGRES19DEL02,27.0,4.6,12.914264,77.6784,12.994264,77.7584,31-03-2022,23:30,23:35,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,BAN
0x1602,BANGRES010DEL03,21.0,4.9,12.933298,77.614293,13.023298,77.704293,12-03-2022,17:45,0.75,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,BAN
0x894e,BANGRES12DEL02,28.0,4.8,12.939496,77.625999,12.989496,77.675999,24-03-2022,23:10,23:15,Fog,Low,1,Drinks,motorcycle,,No,Metropolitian,18,BAN
0x655,HYDRES14DEL01,33.0,4.4,17.426228,78.407495,17.436228,78.417495,05-03-2022,08:30,08:40,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,HYD
0x20f6,BANGRES11DEL03,20.0,4.6,12.934365,77.616155,13.024365,77.706155,18-03-2022,20:35,20:50,Fog,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,44,BAN
0x3db1,COIMBRES13DEL03,31.0,4.3,11.003669,76.976494,11.063669,77.036494,13-03-2022,23:25,23:40,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,COI
0x64cc,CHENRES19DEL01,31.0,4.2,12.986047,80.218114,13.096047,80.328114,23-03-2022,21:20,21:30,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,CHE
0x2ed0,HYDRES02DEL03,39.0,4.1,17.41233,78.449654,17.47233,78.509654,24-03-2022,21:45,21:50,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,HYD
0x35d8,COIMBRES17DEL03,37.0,4.9,11.026117,76.944652,11.056117,76.974652,09-03-2022,18:10,18:20,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,COI
0xae56,COIMBRES02DEL01,24.0,4.6,11.022477,76.995667,11.132477,77.105667,04-03-2022,17:50,0.75,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,COI
0x9b79,MYSRES13DEL01,39.0,4.8,12.310972,76.659264,12.350972,76.699264,01-04-2022,12:30,12:45,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,MYS
0x596a,COIMBRES03DEL02,20.0,4.7,11.025083,77.015393,11.105083,77.095393,20-03-2022,17:10,17:20,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,COI
0x5631,HYDRES18DEL03,35.0,4.8,17.450851,78.379347,17.540851,78.469347,04-03-2022,17:25,17:35,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,HYD
0x1dac,CHENRES07DEL03,33.0,4.5,13.081878,80.248519,13.171878,80.338519,04-03-2022,23:45,1,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,CHE
0x3645,CHENRES20DEL01,37.0,4.5,12.975996,80.221898,12.985996,80.231898,17-03-2022,08:40,08:55,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,CHE
0x1ff1,MYSRES04DEL03,37.0,4.7,12.3085,76.665808,12.3385,76.695808,01-04-2022,22:35,22:40,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,MYS
0xb4ba,HYDRES19DEL02,25.0,4.9,17.458998,78.500366,17.508998,78.550366,07-03-2022,22:30,22:35,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17,HYD
0x88dd,MYSRES010DEL01,38.0,4.7,12.321214,76.621094,12.361214,76.661094,30-03-2022,13:10,13:20,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,MYS
0x87a8,MYSRES04DEL03,31.0,4.6,12.3085,76.665808,12.3685,76.725808,19-03-2022,17:55,18:05,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,MYS
0x290c,MYSRES18DEL01,35.0,4.9,12.337928,76.617889,12.407928,76.687889,02-03-2022,21:15,21:20,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43,MYS
0x33a4,CHENRES15DEL03,35.0,4.7,13.026286,80.275235,13.056286,80.305235,21-03-2022,21:20,21:30,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,CHE
0x6245,HYDRES04DEL01,26.0,4.0,17.411028,78.329645,17.451028,78.369645,01-04-2022,0.625,15:10,Cloudy,High,1,Buffet,motorcycle,,No,Metropolitian,34,HYD
0x1f0e,MYSRES12DEL03,36.0,4.9,12.284747,76.625861,12.344747,76.685861,05-04-2022,17:45,17:55,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,MYS
0x57fa,CHENRES04DEL02,35.0,4.7,13.02978,80.208812,13.10978,80.288812,06-04-2022,0.833333333,20:05,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,CHE
0x57fc,MYSRES09DEL01,20.0,4.5,12.323194,76.630583,12.363194,76.670583,17-03-2022,12:50,12:55,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,26,MYS
0xa0a5,BANGRES14DEL03,26.0,4.8,12.949934,77.699386,13.009934,77.759386,09-03-2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,BAN
0x256c,MYSRES13DEL02,22.0,4.3,12.310972,76.659264,12.330972,76.679264,07-03-2022,10:10,10:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,MYS
0x1568,BANGRES01DEL01,36.0,4.8,12.933284,77.615428,13.003284,77.685428,06-03-2022,17:55,18:10,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,BAN
0x41ea,MYSRES08DEL01,24.0,4.7,12.297954,76.665169,12.337954,76.705169,19-03-2022,15:30,15:40,Fog,Medium,1,Buffet,scooter,,No,Metropolitian,13,MYS
0x1c60,MYSRES15DEL01,32.0,4.7,12.352058,76.60665,12.362058,76.61665,21-03-2022,09:40,09:50,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,MYS
0x7944,CHENRES02DEL03,25.0,5.0,13.086438,80.220672,13.146439,80.280672,19-03-2022,18:20,18:25,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,CHE
0x77ee,HYDRES12DEL01,27.0,4.5,17.429585,78.392621,17.469585,78.432621,28-03-2022,15:35,15:50,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,HYD
0x2192,BANGRES07DEL01,32.0,4.1,12.978453,77.643685,13.048453,77.713685,29-03-2022,18:15,18:30,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,BAN
0x78bf,BANGRES04DEL02,39.0,4.4,12.98041,77.640489,13.11041,77.770489,29-03-2022,18:10,18:15,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,BAN
0xcff0,KOCRES03DEL01,25.0,5.0,10.020683,76.310631,10.030683,76.320631,13-02-2022,10:55,0.458333333,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,KOC
0x1e2d,BANGRES13DEL01,34.0,4.7,12.935662,77.61413,12.975662,77.65413,03-04-2022,0.666666667,16:15,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,BAN
0x427b,HYDRES12DEL03,30.0,4.9,17.429585,78.392621,17.519585,78.482621,02-04-2022,0.791666667,19:15,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30,HYD
0x7a2d,HYDRES14DEL02,36.0,4.6,17.426228,78.407495,17.506228,78.487495,04-04-2022,23:40,23:50,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,HYD
0xab33,BANGRES08DEL02,27.0,4.9,12.906229,77.596791,12.986229,77.676791,02-03-2022,23:25,23:40,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,BAN
0x7646,BANGRES010DEL02,26.0,4.8,12.933298,77.614293,13.013298,77.694293,27-03-2022,19:30,19:40,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,BAN
0x1136,HYDRES20DEL01,28.0,4.6,17.483216,78.552111,17.523216,78.592111,26-03-2022,12:35,12:50,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14,HYD
0x199d,COIMBRES15DEL02,21.0,4.0,11.006686,76.951736,11.056686,77.001736,28-03-2022,22:45,22:50,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,19,COI
0x27fe,CHENRES14DEL02,38.0,4.8,13.026279,80.174568,13.046279,80.194568,28-03-2022,10:25,10:30,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,CHE
0x1536,HYDRES06DEL03,39.0,4.9,17.455894,78.375467,17.485894,78.405467,03-03-2022,22:20,22:30,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,HYD
0x1045,COIMBRES16DEL01,24.0,4.9,11.010375,76.95295,11.050375,76.99295,21-03-2022,15:10,15:20,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,COI
0xaefa,BANGRES06DEL03,29.0,4.5,12.979096,77.640625,13.009096,77.670625,03-04-2022,18:45,18:50,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,BAN
0xd902,KOCRES14DEL01,32.0,4.4,10.027014,76.308053,10.137014,76.418053,12-02-2022,21:45,21:55,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42,KOC
0x4f0c,COIMBRES14DEL02,30.0,4.7,11.003681,76.975525,11.133681,77.105525,02-03-2022,22:45,22:55,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29,COI
0x3329,COIMBRES15DEL02,36.0,4.7,11.006686,76.951736,11.056686,77.001736,09-03-2022,18:20,18:35,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,COI
0x7c60,BANGRES010DEL01,38.0,4.1,12.933298,77.614293,12.943298,77.624293,05-03-2022,11:50,11:55,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,BAN
0x7b03,BANGRES07DEL01,20.0,4.5,12.978453,77.643685,13.048453,77.713685,02-03-2022,20:25,20:35,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,BAN
0x4314,CHENRES05DEL02,25.0,4.9,13.058616,80.264151,13.138616,80.344151,02-03-2022,21:45,21:50,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,CHE
0x7031,COIMBRES14DEL01,38.0,4.9,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30,13:40,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,COI
0x77b5,HYDRES010DEL02,28.0,4.8,17.428294,78.404423,17.448294,78.424423,01-03-2022,08:25,08:40,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,HYD
0x75dc,MYSRES16DEL02,39.0,4.0,12.316967,76.603067,12.446967,76.733067,18-03-2022,17:45,17:55,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,MYS
0x35a2,CHENRES15DEL02,39.0,4.6,13.026286,80.275235,13.046286,80.295235,30-03-2022,11:30,11:40,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,CHE
0xa4eb,BANGRES01DEL02,22.0,4.8,12.933284,77.615428,12.953284,77.635428,26-03-2022,09:40,09:45,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,BAN
0x4f73,COIMBRES20DEL03,32.0,5.0,10.994136,76.963303,11.024136,76.993303,01-03-2022,18:25,18:40,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,COI
0xadae,HYDRES16DEL01,27.0,4.6,17.440827,78.393391,17.510827,78.463391,16-03-2022,17:55,0.75,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,HYD
0x8366,MYSRES08DEL03,22.0,4.6,12.297954,76.665169,12.327954,76.695169,05-03-2022,0.958333333,23:05,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,MYS
0x43b9,HYDRES18DEL03,33.0,4.8,17.450851,78.379347,17.510851,78.439347,03-04-2022,0.75,18:10,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,HYD
0xb4fb,MYSRES03DEL01,22.0,4.7,12.299524,76.64262,12.369524,76.71262,29-03-2022,17:15,17:30,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,MYS
0x26d4,HYDRES05DEL03,32.0,4.9,17.433809,78.386744,17.523809,78.476744,18-03-2022,23:55,24:10:00,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,HYD
0xb20f,HYDRES010DEL02,28.0,4.6,17.428294,78.404423,17.558294,78.534423,31-03-2022,19:45,19:50,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,HYD
0x2a01,CHENRES15DEL02,32.0,4.7,13.026286,80.275235,13.046286,80.295235,26-03-2022,0.375,09:10,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,CHE
0x2675,CHENRES19DEL01,39.0,4.4,12.986047,80.218114,13.096047,80.328114,02-04-2022,19:45,0.833333333,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,CHE
0x5efd,MYSRES08DEL01,22.0,4.9,12.297954,76.665169,12.307954,76.675169,24-03-2022,08:25,08:30,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,MYS
0x5a2d,CHENRES09DEL01,38.0,4.8,13.044694,80.26147,13.084694,80.30147,13-03-2022,12:35,12:40,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,CHE
0x4c1,BANGRES13DEL02,30.0,4.6337736972250205,12.935662,77.61413,13.065662,77.74413,02-03-2022,,24:05:00,,Unknown,3,Drinks,scooter,1.0,No,Metropolitian,26,BAN
0xcee,BANGRES20DEL01,30.0,4.6337736972250205,12.972161,77.596014,13.042161,77.666014,20-03-2022,,23:05,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,BAN
0x5a07,MYSRES02DEL02,34.0,4.7,12.304569,76.643622,12.354569,76.693622,11-03-2022,19:50,20:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,MYS
0x8094,BANGRES13DEL02,31.0,4.0,12.935662,77.61413,13.015662,77.69413,12-03-2022,23:45,23:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,BAN
0x7df5,BANGRES16DEL03,37.0,4.1,13.029198,77.570997,13.059198,77.600997,15-03-2022,17:45,0.75,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,BAN
0xaab4,CHENRES15DEL01,32.0,4.9,13.026286,80.275235,13.136286,80.385235,27-03-2022,23:15,23:25,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,CHE
0x1494,MYSRES15DEL02,27.0,4.0,12.352058,76.60665,12.432058,76.68665,29-03-2022,0.791666667,19:15,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,MYS
0x1875,COIMBRES19DEL01,29.0,4.9,11.022298,76.998349,11.132298,77.108349,20-03-2022,19:35,19:45,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,COI
0x2af5,COIMBRES09DEL03,38.0,4.8,11.008638,76.984311,11.068638,77.044311,28-03-2022,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,COI
0xa56e,BANGRES20DEL03,31.0,4.9,12.972161,77.596014,13.002161,77.626014,03-04-2022,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,BAN
0xaa3f,CHENRES16DEL03,30.0,4.3,13.049645,80.242268,13.139645,80.332268,06-03-2022,18:35,18:40,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,CHE
0x6de1,BANGRES04DEL03,36.0,4.2,12.98041,77.640489,13.01041,77.670489,01-04-2022,18:30,18:35,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,BAN
0xe27a,KOCRES14DEL02,26.0,4.9,10.027014,76.308053,10.157014,76.438053,12-02-2022,23:55,1,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,KOC
0xab52,COIMBRES09DEL02,31.0,4.8,11.008638,76.984311,11.138638,77.114311,27-03-2022,23:10,23:15,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,COI
0x6e9d,CHENRES03DEL01,28.0,4.0,13.091809,80.219104,13.131809,80.259104,15-03-2022,13:30,13:45,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,CHE
0x7bd7,COIMBRES14DEL02,20.0,4.7,11.003681,76.975525,11.053681,77.025525,15-03-2022,19:10,19:25,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,COI
0xafc4,COIMBRES16DEL02,35.0,4.7,11.010375,76.95295,11.090375,77.03295,31-03-2022,23:15,23:20,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,COI
0x18c0,MYSRES06DEL03,30.0,4.6337736972250205,12.323994,76.626167,12.353994,76.656167,28-03-2022,,18:10,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13,MYS
0xa940,BANGRES010DEL03,22.0,4.7,12.933298,77.614293,13.023298,77.704293,20-03-2022,20:15,20:30,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,BAN
0xb39b,MYSRES18DEL01,23.0,4.9,12.337928,76.617889,12.347928,76.627889,11-03-2022,11:35,11:50,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,MYS
0x9873,COIMBRES20DEL02,33.0,4.1,10.994136,76.963303,11.074136,77.043303,10-03-2022,18:20,18:25,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,COI
0x29ab,HYDRES16DEL01,35.0,4.6,17.440827,78.393391,17.550827,78.503391,02-03-2022,18:15,18:30,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,HYD
0x8198,COIMBRES14DEL03,21.0,4.7,11.003681,76.975525,11.033681,77.005525,24-03-2022,17:15,17:30,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,COI
0x7b24,CHENRES11DEL03,39.0,4.4,13.064181,80.236442,13.154181,80.326442,23-03-2022,22:15,22:25,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,CHE
0x92ec,CHENRES010DEL02,34.0,4.8,13.066762,80.251865,13.116762,80.301865,26-03-2022,22:45,22:50,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,CHE
0x6d58,HYDRES01DEL01,26.0,5.0,17.410371,78.437225,17.520371,78.547225,04-04-2022,17:25,17:30,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,HYD
0x7c9e,BANGRES20DEL02,35.0,4.8,12.972161,77.596014,12.992161,77.616014,13-03-2022,0.416666667,10:05,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,BAN
0x80c2,BANGRES08DEL02,39.0,5.0,12.906229,77.596791,13.036229,77.726791,02-03-2022,23:10,23:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,BAN
0xd2b0,KOCRES20DEL01,27.0,4.9,9.979186,76.317361,10.049186,76.387361,18-02-2022,0.875,21:10,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,KOC
0x70ff,CHENRES16DEL03,33.0,4.8,13.049645,80.242268,13.079645,80.272268,07-03-2022,18:35,18:40,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,CHE
0x548e,HYDRES04DEL02,33.0,4.8,17.411028,78.329645,17.541028,78.459645,10-03-2022,21:15,21:25,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,HYD
0x26f1,BANGRES01DEL01,37.0,4.7,12.933284,77.615428,13.003284,77.685428,06-04-2022,17:20,17:35,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,BAN
0xafd4,COIMBRES19DEL02,27.0,4.6,11.022298,76.998349,11.042298,77.018349,07-03-2022,11:30,11:40,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,COI
