ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),City_Code,Region,Order_Hour
0x416f,MYSRES05DEL02,25.0,4.9,12.323978,76.627961,12.453978,76.757961,06-03-2022,21:45,21:50,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,MYS,South India,21
0xa4f5,COIMBRES03DEL03,34.0,5.0,11.025083,77.015393,11.055083,77.045393,05-03-2022,17:25,17:30,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,COI,South India,17
0x247c,MYSRES09DEL02,39.0,4.8,12.323194,76.630583,12.343194,76.650583,13-03-2022,11:20,11:25,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,MYS,South India,11
0x1b40,MYSRES02DEL03,34.0,4.2,12.304569,76.643622,12.364569,76.703622,13-03-2022,23:10,23:15,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,MYS,South India,23
0x5b70,BANGRES04DEL02,24.0,4.6,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30,18:40,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,BAN,South India,18
0x8d83,HYDRES19DEL03,20.0,4.7,17.458998,78.500366,17.518998,78.560366,15-03-2022,17:15,17:20,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,HYD,South India,17
0xa176,HYDRES18DEL02,32.0,5.0,17.450851,78.379347,17.500851,78.429347,09-03-2022,21:55,22:10,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,HYD,South India,21
0x996b,HYDRES11DEL03,33.0,4.8,17.430448,78.418213,17.520448,78.508213,10-03-2022,23:15,23:30,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,HYD,South India,23
0x5a7a,CHENRES17DEL01,32.0,5.0,13.045479,80.23311,13.155479,80.34311,04-03-2022,19:20,19:35,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,CHE,South India,19
0x4632,CHENRES08DEL03,37.0,4.6,13.022394,80.242439,13.112394,80.332439,10-03-2022,17:45,17:50,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,CHE,South India,17
0x4dfa,BANGRES16DEL01,22.0,4.0,13.029198,77.570997,13.039198,77.580997,13-03-2022,09:45,09:55,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,BAN,South India,9
0xa667,CHENRES14DEL01,38.0,4.5,13.026279,80.174568,13.036279,80.184568,28-03-2022,10:20,10:25,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,CHE,South India,10
0x1a54,BANGRES15DEL01,32.0,4.0,12.975377,77.696664,13.045377,77.766664,23-03-2022,18:45,18:50,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,BAN,South India,18
0x9201,BANGRES08DEL01,29.0,4.6,12.906229,77.596791,13.016229,77.706791,04-04-2022,21:45,21:50,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,BAN,South India,21
0x8ce7,CHENRES010DEL01,27.0,4.6,13.066762,80.251865,13.076762,80.261865,13-03-2022,11:15,11:20,Windy,High,2,Drinks,scooter,,No,Urban,12,CHE,South India,11
0x4a1b,COIMBRES12DEL02,20.0,4.6,11.000762,76.981876,11.020762,77.001876,03-03-2022,08:20,08:30,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,COI,South India,8
0x9151,BANGRES14DEL02,34.0,4.4,12.949934,77.699386,12.999934,77.749386,05-03-2022,21:45,0.916666667,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,BAN,South India,21
0x9d4c,COIMBRES05DEL03,25.0,4.7,11.022169,76.999594,11.082169,77.059594,17-03-2022,22:40,22:50,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,COI,South India,22
0xa631,HYDRES13DEL02,36.0,4.7,17.431477,78.40035,17.451477,78.42035,11-03-2022,10:25,10:40,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,HYD,South India,10
0xb209,COIMBRES13DEL01,20.0,4.9,11.003669,76.976494,11.073669,77.046494,02-04-2022,17:25,17:30,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,COI,South India,17
0x5aad,COIMBRES02DEL01,30.0,4.6,11.022477,76.995667,11.062477,77.035667,21-03-2022,14:25,14:30,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,COI,South India,14
0xaff,MYSRES11DEL02,36.0,4.3,12.323225,76.630028,12.453225,76.760028,20-03-2022,19:45,0.833333333,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33,MYS,South India,19
0x6948,BANGRES15DEL02,39.0,3.5,12.975377,77.696664,13.055377,77.776664,16-03-2022,22:15,22:20,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,32,BAN,South India,22
0x53ea,HYDRES15DEL02,30.0,4.9,17.45971,78.368855,17.50971,78.418855,05-03-2022,23:50,23:55,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,HYD,South India,23
0x3d57,BANGRES08DEL02,29.0,4.5,12.906229,77.596791,13.036229,77.726791,18-03-2022,20:55,0.875,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,30,BAN,South India,20
0xbc03,COIMBRES010DEL01,35.0,4.6,11.003008,76.97544,11.073009,77.04544,06-04-2022,23:20,23:30,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,23,COI,South India,23
0x5aa4,BANGRES12DEL01,25.0,4.5,12.939496,77.625999,12.979496,77.665999,15-03-2022,14:25,14:30,Windy,High,1,Snack,scooter,1.0,No,Urban,16,BAN,South India,14
0x5145,BANGRES11DEL01,29.0,4.3,12.934365,77.616155,12.974365,77.656155,30-03-2022,12:25,12:40,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33,BAN,South India,12
0x91ba,BANGRES08DEL01,24.0,4.8,12.906229,77.596791,13.016229,77.706791,29-03-2022,18:55,19:10,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,29,BAN,South India,18
0xaea,BANGRES19DEL01,23.0,5.0,12.914264,77.6784,13.024264,77.7884,23-03-2022,23:55,24:05:00,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,11,BAN,South India,23
0xa14d,MYSRES01DEL02,32.0,3.6,12.311072,76.654878,12.441072,76.784878,06-04-2022,20:25,20:30,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,MYS,South India,20
0x4390,COIMBRES13DEL03,36.0,5.0,11.003669,76.976494,11.063669,77.036494,01-03-2022,22:45,22:55,Fog,Low,2,Drinks,scooter,1.0,No,Urban,16,COI,South India,22
0x2e2a,BANGRES03DEL02,23.0,4.8,12.979166,77.640709,12.999166,77.660709,15-03-2022,10:35,10:45,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,11,BAN,South India,10
0x3318,BANGRES010DEL02,25.0,4.7,12.933298,77.614293,13.063298,77.744293,20-03-2022,17:50,17:55,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,23,BAN,South India,17
0x94dd,COIMBRES03DEL02,32.0,4.8,11.025083,77.015393,11.105083,77.095393,27-03-2022,17:10,17:20,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,COI,South India,17
0x7ffc,BANGRES16DEL01,36.0,4.4,13.029198,77.570997,13.139198,77.680997,16-03-2022,17:55,18:05,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,31,BAN,South India,17
0x7820,COIMBRES17DEL01,23.0,4.8,11.026117,76.944652,11.096117,77.014652,31-03-2022,20:35,20:45,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Urban,33,COI,South India,20
0x665b,COIMBRES06DEL03,23.0,5.0,11.021278,76.995017,11.111278,77.085017,12-03-2022,17:20,17:35,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,34,COI,South India,17
0x7a4d,CHENRES09DEL03,36.0,4.9,13.044694,80.26147,13.104694,80.32147,15-03-2022,18:35,18:40,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,CHE,South India,18
0x92dd,BANGRES09DEL01,34.0,4.7,12.934179,77.615797,12.974179,77.655797,28-03-2022,12:45,0.541666667,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,26,BAN,South India,12
0x8bb9,BANGRES19DEL02,23.0,4.5,12.914264,77.6784,13.044264,77.8084,31-03-2022,18:45,18:50,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,26,BAN,South India,18
0x7b92,HYDRES18DEL03,21.0,4.7,17.450851,78.379347,17.480851,78.409347,13-03-2022,23:45,1,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,10,HYD,South India,23
0xb6aa,COIMBRES06DEL01,22.0,4.9,11.021278,76.995017,11.091278,77.065017,31-03-2022,19:50,0.833333333,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,16,COI,South India,19
0x2e43,MYSRES18DEL01,33.0,4.7,12.337928,76.617889,12.347928,76.627889,15-03-2022,09:15,09:25,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,10,MYS,South India,9
0x2d82,HYDRES11DEL01,31.0,4.7,17.430448,78.418213,17.470448,78.458213,15-03-2022,16:55,17:05,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,17,HYD,South India,16
0xa66,CHENRES12DEL02,29.0,4.5,12.972793,80.249982,13.102793,80.379982,16-03-2022,23:35,23:50,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,17,CHE,South India,23
0xa229,HYDRES16DEL02,36.0,4.7,17.440827,78.393391,17.460827,78.413391,07-03-2022,11:50,12:05,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,HYD,South India,11
0x154a,MYSRES08DEL02,31.0,4.6,12.297954,76.665169,12.347954,76.715169,05-03-2022,18:45,18:50,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,26,MYS,South India,18
0x8273,BANGRES08DEL01,35.0,5.0,12.906229,77.596791,12.946229,77.636791,01-04-2022,14:55,0.625,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,37,BAN,South India,14
0xba88,CHENRES15DEL01,37.0,5.0,13.026286,80.275235,13.096286,80.345235,02-04-2022,17:25,17:40,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,29,CHE,South India,17
0xd3e,MYSRES04DEL01,29.0,4.7,12.3085,76.665808,12.3185,76.675808,05-03-2022,10:15,10:30,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,17,MYS,South India,10
0xb8c2,CHENRES18DEL02,35.0,4.5,12.981615,80.231598,13.001615,80.251598,19-03-2022,10:50,0.458333333,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,20,CHE,South India,10
0x74d8,HYDRES07DEL02,38.0,4.8,17.424114,78.347554,17.444114,78.367554,30-03-2022,10:45,10:50,Sunny,Low,1,Snack,scooter,1.0,No,Urban,17,HYD,South India,10
0xb37,MYSRES16DEL02,28.0,4.5,12.316967,76.603067,12.446967,76.733067,12-03-2022,21:20,21:35,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,23,MYS,South India,21
0x5064,BANGRES13DEL03,21.0,4.2,12.935662,77.61413,12.995662,77.67413,07-03-2022,23:40,23:45,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,BAN,South India,23
0xb5db,BANGRES08DEL01,33.0,4.1,12.906229,77.596791,13.016229,77.706791,06-03-2022,21:40,21:50,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,35,BAN,South India,21
0x6e40,HYDRES04DEL01,28.0,4.7,17.411028,78.329645,17.481028,78.399645,04-03-2022,22:30,22:35,Windy,Low,2,Snack,scooter,0.0,No,Urban,17,HYD,South India,22
0x109a,CHENRES06DEL02,29.0,4.7,13.054347,80.257221,13.104347,80.307221,28-03-2022,18:30,18:35,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Urban,12,CHE,South India,18
0xa62a,MYSRES010DEL01,24.0,4.7,12.321214,76.621094,12.361214,76.661094,05-04-2022,16:35,16:45,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,15,MYS,South India,16
0x969c,CHENRES03DEL03,37.0,4.8,13.091809,80.219104,13.121809,80.249104,21-03-2022,22:25,22:30,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,12,CHE,South India,22
0x4351,BANGRES06DEL01,38.0,4.9,12.979096,77.640625,12.989096,77.650625,26-03-2022,09:35,09:45,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,26,BAN,South India,9
0x5ba0,MYSRES16DEL03,38.0,4.2,12.316967,76.603067,12.406967,76.693067,27-03-2022,19:20,19:30,Sunny,Jam,2,Meal,scooter,2.0,No,Urban,33,MYS,South India,19
0xa027,CHENRES08DEL01,20.0,4.6,13.022394,80.242439,13.092394,80.312439,29-03-2022,19:15,19:20,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,30,CHE,South India,19
0x8e5c,BANGRES15DEL02,31.0,4.6,12.975377,77.696664,13.055377,77.776664,10-03-2022,22:15,22:30,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,24,BAN,South India,22
0x9a4c,MYSRES02DEL01,28.0,4.7,12.304569,76.643622,12.344569,76.683622,03-03-2022,12:15,12:30,Sunny,High,1,Snack,motorcycle,0.0,No,Urban,11,MYS,South India,12
0xad18,MYSRES02DEL02,23.0,4.7,12.304569,76.643622,12.434569,76.773622,02-03-2022,22:45,22:55,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,16,MYS,South India,22
0xaadd,HYDRES15DEL02,33.0,4.5,17.45971,78.368855,17.53971,78.448855,06-03-2022,19:20,19:35,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,35,HYD,South India,19
0x571b,COIMBRES04DEL01,20.0,4.9,11.024839,77.007003,11.034839,77.017003,19-03-2022,11:55,12:10,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,17,COI,South India,11
0x3b21,MYSRES06DEL01,32.0,4.8,12.323994,76.626167,12.433994,76.736167,04-04-2022,22:35,22:50,Cloudy,Low,0,Meal,motorcycle,2.0,No,Urban,37,MYS,South India,22
0xadcb,COIMBRES03DEL02,28.0,4.9,11.025083,77.015393,11.105083,77.095393,04-04-2022,22:50,22:55,Stormy,Low,2,Meal,scooter,0.0,No,Urban,17,COI,South India,22
0xe95,CHENRES11DEL02,20.0,4.7,13.064181,80.236442,13.114181,80.286442,11-03-2022,23:15,23:30,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,CHE,South India,23
0x8271,BANGRES12DEL03,32.0,4.0,12.939496,77.625999,13.029496,77.715999,27-03-2022,18:15,18:30,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,40,BAN,South India,18
0x2f86,COIMBRES15DEL02,20.0,4.9,11.006686,76.951736,11.136686,77.081736,20-03-2022,21:15,21:30,Windy,Jam,1,Snack,scooter,0.0,No,Urban,26,COI,South India,21
0x7b96,BANGRES12DEL01,28.0,4.8,12.939496,77.625999,13.049496,77.735999,18-03-2022,22:35,22:50,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,15,BAN,South India,22
0x43cf,COIMBRES04DEL02,27.0,4.7,11.024839,77.007003,11.044839,77.027003,30-03-2022,11:15,11:30,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,15,COI,South India,11
0x6c22,COIMBRES05DEL03,21.0,4.8,11.022169,76.999594,11.082169,77.059594,03-03-2022,18:55,0.791666667,Sunny,Medium,1,Meal,scooter,0.0,No,Urban,13,COI,South India,18
0xa62c,MYSRES18DEL02,21.0,4.8,12.337928,76.617889,12.357928,76.637889,21-03-2022,08:30,08:35,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,13,MYS,South India,8
0x58cf,CHENRES010DEL03,23.0,4.5,13.066762,80.251865,13.096762,80.281865,01-04-2022,21:35,21:40,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,27,CHE,South India,21
0x1604,HYDRES12DEL03,31.0,4.4,17.429585,78.392621,17.489585,78.452621,03-03-2022,20:20,20:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,40,HYD,South India,20
0xd97b,KOCRES06DEL01,36.0,4.3,9.982834,76.283268,10.022834,76.323268,13-02-2022,12:35,12:50,Cloudy,High,2,Meal,scooter,2.0,No,Urban,39,KOC,South India,12
0xbd6e,CHENRES18DEL03,32.0,4.6,12.981615,80.231598,13.011615,80.261598,13-03-2022,21:55,22:05,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,24,CHE,South India,21
0xbca4,COIMBRES11DEL01,20.0,5.0,11.001753,76.986241,11.111753,77.096241,10-03-2022,22:10,22:25,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,28,COI,South India,22
0x7412,CHENRES16DEL02,27.0,4.5,13.049645,80.242268,13.179645,80.372268,10-03-2022,18:45,0.791666667,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Urban,16,CHE,South India,18
0x6e63,HYDRES17DEL02,23.0,5.0,17.451976,78.385883,17.471976,78.405883,03-04-2022,11:10,11:15,Sunny,High,2,Buffet,scooter,0.0,No,Urban,14,HYD,South India,11
0x2de8,COIMBRES14DEL03,24.0,4.9,11.003681,76.975525,11.063681,77.035525,07-03-2022,23:25,23:30,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,17,COI,South India,23
0x8985,CHENRES20DEL03,26.0,4.5,12.975996,80.221898,13.065996,80.311898,06-03-2022,19:30,19:35,Windy,Jam,1,Meal,scooter,0.0,No,Urban,17,CHE,South India,19
0x674a,CHENRES06DEL02,29.0,4.9,13.054347,80.257221,13.184347,80.387221,06-03-2022,23:20,23:35,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,21,CHE,South India,23
0xb7a8,CHENRES15DEL03,26.0,4.1,13.026286,80.275235,13.086286,80.335235,01-04-2022,23:25,23:40,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,22,CHE,South India,23
0x8111,HYDRES14DEL01,23.0,4.9,17.426228,78.407495,17.466228,78.447495,09-03-2022,12:35,12:40,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,13,HYD,South India,12
0x60a2,CHENRES03DEL01,24.0,4.5,13.091809,80.219104,13.101809,80.229104,15-03-2022,09:40,09:45,Sandstorms,Low,2,Drinks,motorcycle,0.0,,Urban,11,CHE,South India,9
0x95f1,MYSRES15DEL02,21.0,5.0,12.352058,76.60665,12.402058,76.65665,03-03-2022,23:15,23:25,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,15,MYS,South India,23
0x2ff5,CHENRES02DEL01,33.0,5.0,13.086438,80.220672,13.156439,80.290672,06-04-2022,21:50,22:05,Stormy,Jam,1,Meal,motorcycle,0.0,No,Urban,28,CHE,South India,21
0x4974,COIMBRES07DEL03,37.0,4.9,10.96185,76.971082,11.02185,77.031082,09-03-2022,18:55,0.791666667,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,COI,South India,18
0x1414,MYSRES09DEL03,24.0,4.7,12.323194,76.630583,12.353194,76.660583,03-03-2022,18:25,18:35,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,16,MYS,South India,18
0x94e3,HYDRES06DEL03,25.0,4.8,17.455894,78.375467,17.515894,78.435467,13-03-2022,18:15,18:30,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,25,HYD,South India,18
0xb8ba,BANGRES19DEL01,38.0,4.0,12.914264,77.6784,13.024264,77.7884,14-03-2022,19:15,19:25,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,43,BAN,South India,19
0x89ac,BANGRES01DEL02,21.0,5.0,12.933284,77.615428,12.983284,77.665428,01-03-2022,17:10,17:25,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,BAN,South India,17
0xad72,MYSRES09DEL02,31.0,4.0,12.323194,76.630583,12.373194,76.680583,19-03-2022,21:45,21:50,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,34,MYS,South India,21
0x6dae,BANGRES19DEL02,30.0,4.7,12.914264,77.6784,12.934264,77.6984,17-03-2022,09:15,09:30,Stormy,Low,2,Meal,scooter,1.0,No,Urban,20,BAN,South India,9
0x6415,MYSRES14DEL02,31.0,4.8,0.0,0.0,0.05,0.05,05-04-2022,23:45,23:55,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,28,MYS,South India,23
0x9f58,MYSRES17DEL01,33.0,4.6,12.326356,76.619103,12.436356,76.729103,06-03-2022,19:20,19:25,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,38,MYS,South India,19
0x62f2,HYDRES20DEL02,31.0,3.5,17.483216,78.552111,17.613216,78.682111,18-03-2022,23:35,23:50,Fog,Low,2,Snack,scooter,1.0,No,Urban,31,HYD,South India,23
0xa438,MYSRES05DEL01,33.0,4.7,12.323978,76.627961,12.393978,76.697961,14-03-2022,19:35,19:50,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,20,MYS,South India,19
0xb0b1,MYSRES12DEL02,20.0,4.6,12.284747,76.625861,12.304747,76.645861,01-04-2022,11:55,0.5,Fog,High,2,Buffet,motorcycle,0.0,No,Urban,23,MYS,South India,11
0xaae3,CHENRES16DEL02,29.0,4.7,13.049645,80.242268,13.099645,80.292268,21-03-2022,18:45,18:55,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,14,CHE,South India,18
0xb4eb,MYSRES01DEL01,20.0,4.4,12.311072,76.654878,12.381072,76.724878,04-04-2022,21:55,22:10,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,MYS,South India,21
0x9def,CHENRES13DEL03,29.0,5.0,13.027018,80.254791,13.117018,80.344791,02-03-2022,22:55,23:05,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,24,CHE,South India,22
0x39d1,CHENRES07DEL02,33.0,4.6,13.081878,80.248519,13.131878,80.298519,03-03-2022,19:20,19:25,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,18,CHE,South India,19
0x6386,BANGRES11DEL03,32.0,4.6,12.934365,77.616155,12.994365,77.676155,03-04-2022,17:10,17:25,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,16,BAN,South India,17
0x8926,BANGRES19DEL02,21.0,4.9,12.914264,77.6784,12.934264,77.6984,07-03-2022,08:40,08:45,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,14,BAN,South India,8
0x93ce,CHENRES12DEL02,31.0,4.7,12.972793,80.249982,12.992793,80.269982,09-03-2022,10:30,10:45,Windy,Low,2,Buffet,scooter,1.0,No,Urban,21,CHE,South India,10
0x6f46,HYDRES17DEL03,31.0,4.6,17.451976,78.385883,17.541976,78.475883,04-04-2022,17:30,17:40,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,26,HYD,South India,17
0x1c6e,COIMBRES15DEL02,29.0,4.9,11.006686,76.951736,11.026686,76.971736,07-03-2022,10:15,10:20,Sunny,Low,1,Snack,scooter,1.0,No,Urban,15,COI,South India,10
0xbe46,MYSRES02DEL03,22.0,4.8,12.304569,76.643622,12.334569,76.673622,05-03-2022,17:45,17:50,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,19,MYS,South India,17
0x1971,CHENRES02DEL02,30.0,4.9,13.086438,80.220672,13.106438,80.240672,26-03-2022,08:25,08:30,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,CHE,South India,8
0x5278,MYSRES14DEL01,33.0,4.9,0.0,0.0,0.11,0.11,04-03-2022,22:25,22:30,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,15,MYS,South India,22
0x461f,BANGRES09DEL01,28.0,4.8,12.934179,77.615797,12.974179,77.655797,01-04-2022,16:40,16:45,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,21,BAN,South India,16
0x4006,COIMBRES17DEL03,29.0,4.6,11.026117,76.944652,11.086117,77.004652,24-03-2022,18:10,18:20,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,15,COI,South India,18
